,Unnamed: 0,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB,songBB,danceability,energy,key,loudness,mode,speechiness,acousticness,instruemtnalness,liveness,valence,tempo,duration_ms
18200,50630,The Blue Sky Show,176409,Chloe,2024-02-24,1:37:41 PM,Theo Lawrence,We Shouldn't Talk About It (feat. Emily Gimble),Plus de Sauce,0,0,,WMG - BMG Rights Management France SARL,4050538608175,0,0,,,,,,,,,,,,
18201,50631,The Blue Sky Show,176409,Chloe,2024-02-24,1:40:04 PM,Ted Hawkins,Your Cheatin' Heart,Love You Most of All: More Songs from Venice Beach,1,0,Country,Ted Hawkins Family,0198500133882,0,0,,,,,,,,,,,,
18202,50632,The Blue Sky Show,176409,Chloe,2024-02-24,1:43:47 PM,Logan Ledger,Starlight,Starlight / Imagining Raindrops,0,0,Country,Rounder,00888072095984,0,0,,,,,,,,,,,,
18203,50633,The Blue Sky Show,176409,Chloe,2024-02-24,1:48:57 PM,Dolly Parton,Wildflowers - Remastered,The Complete Trio Collection,0,0,World,Rhino/Warner Bros.,0603497253968,1,0,,,,,,,,,,,,
18204,50634,The Blue Sky Show,176409,Chloe,2024-02-24,1:52:15 PM,Tom T. Hall,That's How I Got To Memphis,Greatest Hits,0,0,Country, INACTIVE,00602567848318,1,0,,,,,,,,,,,,
18205,50635,The Blue Sky Show,176409,Chloe,2024-02-24,1:56:48 PM,Don Schlitz,The Gambler,Greatest Hits,0,0,Country,deVere Records,884502802634,0,0,,,,,,,,,,,,
18206,50636,The Blue Sky Show,176409,Chloe,2024-02-24,2:00:53 PM,Ellis Bullard,"Lucky You, Lucky Me, My Unlucky Ways",Honky Tonk Ain't Noise Pollution,1,0,Country,Feel So Good Records,0662582123821,0,0,0.552,0.792,0.792,-7.229,0.0,0.0449,0.0117,0.0167,0.0689,0.632,148.187,137344.0
18207,50637,The Blue Sky Show,176409,Chloe,2024-02-24,2:03:10 PM,Yuat,Camping in Canada,Camping in Canada,1,0,Folk,Yuta Takahashi,0019807108284,0,0,0.498,0.544,0.544,-8.133,1.0,0.0558,0.105,0.0,0.0753,0.527,124.832,165000.0
18208,50638,The Blue Sky Show,176409,Chloe,2024-02-24,2:05:55 PM,Garth Brooks,Friends In Low Places - Live,The Kings of Country (Live),0,0,Country,Fast Draw,5059504644963,1,0,,,,,,,,,,,,
18209,50639,The Blue Sky Show,176409,Chloe,2024-02-24,2:10:03 PM,Lola Blu,3,3,1,0,Country,DISTROKID,0198082953076,0,0,,,,,,,,,,,,
18210,50640,The Blue Sky Show,176409,Chloe,2024-02-24,2:15:10 PM,Houndmouth,Honey Slider,Little Neon Limelight,0,0,Country,Rough Trade,883870076241,0,0,0.307,0.589,0.589,-7.996,1.0,0.0338,0.000519,0.000322,0.152,0.568,132.093,216040.0
