,Unnamed: 0,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB,songBB,danceability,energy,key,loudness,mode,speechiness,acousticness,instruemtnalness,liveness,valence,tempo,duration_ms
5700,38128,Out on a WIM - Women in Music,160085,dj sydy,2024-01-18,5:51:05 PM,Jason Mraz,Lucky (Jason's First Draft),Lucky (Jason's First Draft),0,0,,Elektra,603497843268,1,0,0.811,0.117,0.117,-14.537,0.0,0.0691,0.739,0.0,0.112,0.463,108.943,170853.0
5701,38129,Out on a WIM - Women in Music,160085,dj sydy,2024-01-18,5:53:53 PM,TOKiMONSTA,Eats The Tale (Edit),Eats The Tale,0,0,,MERLIN - Young Art Records,0196922559105,0,0,,,,,,,,,,,,
5702,38130,Out on a WIM - Women in Music,160085,dj sydy,2024-01-18,5:57:55 PM,Jungle,Candle Flame,Candle Flame,0,0,Electronic,Caiola Records,197188308315,0,0,0.673,0.72,0.72,-7.318,0.0,0.039,0.143,1.82e-05,0.913,0.588,123.032,174021.0
5703,38131,Streets Ahead,65198,The Trill Detective,2024-01-18,6:00:42 PM,Kate Bollinger,You At Home,You At Home,0,0,,MERLIN - Ghostly International,804297843308,0,0,,,,,,,,,,,,
5704,38132,Streets Ahead,65198,The Trill Detective,2024-01-18,6:03:23 PM,Tyler Mitchell,Care Free,Care Free,0,0,Jazz,ORCHARD - Cellar Live,196626250391,0,0,,,,,,,,,,,,
5705,38133,Streets Ahead,65198,The Trill Detective,2024-01-18,6:10:23 PM,The Motorcycle Boy,Room at the Top,Big Gold Dreams: a Story of Scottish Independent Music 1977-1989,0,0,Rock,WMG - Cherry Red Records,193483486277,0,0,,,,,,,,,,,,
5706,38134,Streets Ahead,65198,The Trill Detective,2024-01-18,6:14:17 PM,The Pastels,Baby Honey,Big Gold Dreams: a Story of Scottish Independent Music 1977-1989,0,0,Rock,WMG - Cherry Red Records,885890747880,0,0,,,,,,,,,,,,
5707,38135,Streets Ahead,65198,The Trill Detective,2024-01-18,6:22:07 PM,Tia Blake,Wish I Was a Single Girl Again,Folksongs & Ballads,0,0,,BELIEVE - Caravage,3770000013221,0,0,0.629,0.0301,0.0301,-24.4,1.0,0.0403,0.966,6.81e-06,0.108,0.581,115.941,155480.0
5708,38136,Streets Ahead,65198,The Trill Detective,2024-01-18,6:24:31 PM,David Kauffman,Kiss Another Day Goodbye,Wayfaring Strangers: Lonesome Heroes,0,0,,Numero Group,825764102827,0,0,0.351,0.211,0.211,-14.149,1.0,0.0266,0.909,0.365,0.239,0.181,82.837,293227.0
5709,38137,Streets Ahead,65198,The Trill Detective,2024-01-18,6:29:15 PM,Vashti Bunyan,Swallow Song,Just Another Diamond Day,0,0,Folk,MERLIN - Spinney Records,666017012155,0,0,0.166,0.107,0.107,-18.609,1.0,0.0396,0.976,0.0241,0.181,0.49,179.743,136453.0
