,Unnamed: 0,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB,songBB,danceability,energy,key,loudness,mode,speechiness,acousticness,instruemtnalness,liveness,valence,tempo,duration_ms
16700,49130,Get on the Bus,176463,DJ Rooster,2024-02-20,2:30:35 AM,Echo Conscious,Daughter,Emotional Patterns,0,0,Electronic,Harmonious Discord,0853566497452,0,0,,,,,,,,,,,,
16701,49131,Get on the Bus,176463,DJ Rooster,2024-02-20,2:33:48 AM,Walter Smith III,Shine,return to casual,0,0,Jazz,UMG - Blue Note (US1A),00602448866189,0,0,,,,,,,,,,,,
16702,49132,Get on the Bus,176463,DJ Rooster,2024-02-20,2:39:51 AM,The Altons,Float,Float,0,0,R&B/Soul,MERLIN - Penrose Records,0634457125964,0,0,,,,,,,,,,,,
16703,49133,Get on the Bus,176463,DJ Rooster,2024-02-20,2:43:49 AM,always centered at night,on air,on air,0,0,Electronic,always centered at night,0196922102714,0,0,,,,,,,,,,,,
16704,49134,Get on the Bus,176463,DJ Rooster,2024-02-20,2:47:58 AM,Echo Conscious,1997,Emotional Patterns,0,0,Electronic,Harmonious Discord,0853566497452,0,0,,,,,,,,,,,,
16705,49135,Get on the Bus,176463,DJ Rooster,2024-02-20,2:51:19 AM,Dave McMurray,If I Had the World to Give (feat. Bob James),Grateful Deadication 2,0,0,Jazz,UMG - Blue Note Records,00602455270122,0,0,0.388,0.152,0.152,-15.009,1.0,0.0332,0.934,0.834,0.334,0.335,140.057,267960.0
16706,49136,Get on the Bus,176463,DJ Rooster,2024-02-20,2:55:46 AM,Generationals,Dirt Diamond,Dirt Diamond,0,0,,MERLIN - Polyvinyl Records,0644110047403,0,0,,,,,,,,,,,,
16707,49137,Get on the Bus,176463,DJ Rooster,2024-02-20,2:59:30 AM,Charles Lloyd,Desolation Sound,Desolation Sound,0,0,Jazz,UMG - Blue Note (BLU),00602445748518,0,0,,,,,,,,,,,,
16708,49138,Get on the Bus,176463,DJ Rooster,2024-02-20,3:03:56 AM,Francesco Crosara,One Day Honey One Day Onions,Circular Motion,0,0,Jazz,ORCHARD - OA2 Records,0805552222227,0,0,0.531,0.634,0.634,-11.633,1.0,0.0363,0.153,0.471,0.133,0.653,110.92,382320.0
16709,49139,Get on the Bus,176463,DJ Rooster,2024-02-20,3:10:16 AM,Low Lily,Up On a Rock,Angels in the Wreckage,0,0,Folk,Low Lily,0198015961697,0,0,,,,,,,,,,,,
16710,49140,Get on the Bus,176463,DJ Rooster,2024-02-20,3:13:22 AM,Art of Ballistics,Broken Mornings,Broken Mornings,0,0,Electronic,MERLIN - Lowatt,0884502719307,0,0,,,,,,,,,,,,
16711,49141,Get on the Bus,176463,DJ Rooster,2024-02-20,3:20:20 AM,Dara Tucker,Scars,Dara Starr Tucker,0,0,Jazz,UMG - Green Hill Productions,00792755006924,0,0,,,,,,,,,,,,
16712,49142,Get on the Bus,176463,DJ Rooster,2024-02-20,3:32:15 AM,Herbie Hancock,Jack Rabbit,Inventions And Dimensions,0,0,Jazz,Universal Music,00602537821815,1,0,,,,,,,,,,,,
16713,49143,Get on the Bus,176463,DJ Rooster,2024-02-20,3:38:14 AM,Matthew Shipp,Silent Cube,Piano Sutras,0,0,,Thirsty Ear Recordings,0700435720725,0,0,,,,,,,,,,,,
16714,49144,Get on the Bus,176463,DJ Rooster,2024-02-20,3:41:56 AM,Guthrie Galileo,Black Porcelain,The Angels Will Never Wear White Again,0,0,,DISTROKID,0198087431555,0,0,,,,,,,,,,,,
16715,49145,Get on the Bus,176463,DJ Rooster,2024-02-20,3:45:41 AM,The Leatherbound Books,M.A.D.,M.A.D.,0,0,,LBB,0872132774148,0,0,,,,,,,,,,,,
16716,49146,Get on the Bus,176463,DJ Rooster,2024-02-20,3:49:30 AM,Marius Van Den Brink,In Greece We Drink,New York Knock,0,0,,HighLine Music NYC,0198026297556,0,0,0.546,0.329,0.329,-12.351,0.0,0.0293,0.826,0.869,0.107,0.487,137.144,462040.0
16717,49147,Get on the Bus,176463,DJ Rooster,2024-02-20,3:57:10 AM,Kirsten Edkins,Wuhoo,Shapes & Sound,0,0,Jazz,Cohearent Records,0744985603534,0,0,,,,,,,,,,,,
16718,49148,"WRUV 2/20/24, 4:02 AM",64581,Program Director,2024-02-20,4:02:14 AM,Nick Waterhouse,Hide And Seek,Hide And Seek / The Fooler,0,0,R&B/Soul,MERLIN - Innovative Leisure,0810874026170,0,0,,,,,,,,,,,,
16719,49149,"WRUV 2/20/24, 4:02 AM",64581,Program Director,2024-02-20,4:05:22 AM,Izo FitzRoy,Chasing Days,Chasing Days,0,0,,MERLIN - Jalapeno Records,3663729226204,0,0,,,,,,,,,,,,
16720,49150,"WRUV 2/20/24, 4:02 AM",64581,Program Director,2024-02-20,4:09:02 AM,Stephen Marley,Old Soul,Old Soul,0,0,Reggae,UMG - UMe Direct 2,00602455629395,0,0,,,,,,,,,,,,
16721,49151,"WRUV 2/20/24, 4:02 AM",64581,Program Director,2024-02-20,4:12:20 AM,Lee Konitz,Dreams,Spirits,0,0,Jazz,UMG - Fantasy Records,00025218702423,0,0,,,,,,,,,,,,
16722,49152,"WRUV 2/20/24, 4:02 AM",64581,Program Director,2024-02-20,4:17:32 AM,Sonny Rollins Trio,St Thomas,St Thomas (Live In Stockholm 1959),0,0,Jazz,MERLIN - Dragon Records,7391953002290,0,0,,,,,,,,,,,,
16723,49153,"WRUV 2/20/24, 4:02 AM",64581,Program Director,2024-02-20,4:25:13 AM,Anjimile,Animal,Animal,0,0,,MERLIN - 4AD,5059638404310,0,0,,,,,,,,,,,,
16724,49154,"WRUV 2/20/24, 4:02 AM",64581,Program Director,2024-02-20,4:27:42 AM,Return To Forever,Space Circus - Remixed/Remastered,The Anthology,0,0,Jazz,UMG - Concord Records,00888072308473,0,0,,,,,,,,,,,,
16725,49155,"WRUV 2/20/24, 4:02 AM",64581,Program Director,2024-02-20,4:33:21 AM,Vince Clarke,The Lamentations of Jeremiah,The Lamentations of Jeremiah,0,0,Electronic,Mute (Artist Intelligence),5400863144593,0,0,0.149,0.251,0.251,-14.499,1.0,0.0361,0.718,0.896,0.115,0.0391,91.624,263979.0
16726,49156,"WRUV 2/20/24, 4:02 AM",64581,Program Director,2024-02-20,4:37:47 AM,Valerie June,Pink Moon,The Moon And Stars: Prescriptions For Dreamers (Deluxe Edition),0,0,,UMG - Fantasy Records,0888072424418,0,0,,,,,,,,,,,,
16727,49157,"WRUV 2/20/24, 4:02 AM",64581,Program Director,2024-02-20,4:40:08 AM,Souleance,GUILI - Art Of Tones Remix,Guili Guili,0,0,Electronic,First Word Records,5050580780354,0,0,0.796,0.858,0.858,-8.792,0.0,0.0912,0.0419,0.345,0.498,0.967,122.012,336318.0
16728,49158,"WRUV 2/20/24, 4:02 AM",64581,Program Director,2024-02-20,4:45:42 AM,Billy Childs,The End of Innocence,The End of Innocence,0,0,Jazz,ORCHARD - Mack Avenue Records,0673203120068,0,0,,,,,,,,,,,,
16729,49159,"WRUV 2/20/24, 4:02 AM",64581,Program Director,2024-02-20,4:53:41 AM,She & Him,Darlin’,Darlin',0,0,,Fantasy,00888072441958,0,0,,,,,,,,,,,,
16730,49160,"WRUV 2/20/24, 4:02 AM",64581,Program Director,2024-02-20,4:56:37 AM,Francesco Crosara,Julia's Tango,Circular Motion,0,0,Jazz,ORCHARD - OA2 Records,0805552222227,0,0,,,,,,,,,,,,
16731,49161,"WRUV 2/20/24, 5:09 AM",64581,Program Director,2024-02-20,5:09:25 AM,Marlon Simon and the Nagual Spirits,Rumba Pa Andy,On Different Paths,0,0,Jazz,Trrcollective,0714651954017,0,0,,,,,,,,,,,,
16732,49162,"WRUV 2/20/24, 5:09 AM",64581,Program Director,2024-02-20,5:15:14 AM,Danny & the Parts,Dancing On The Radio,Dancing On The Radio,0,0,,Photo Records,0198091553496,0,0,,,,,,,,,,,,
