,Unnamed: 0,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB,songBB,danceability,energy,key,loudness,mode,speechiness,acousticness,instruemtnalness,liveness,valence,tempo,duration_ms
19100,51530,AM in the PM,169277,Ava P,2024-02-27,6:35:29 PM,Joy Division,No Love Lost,Substance 1977-1980,0,0,Rock,Rhino,825646083282,0,0,,,,,,,,,,,,
19101,51531,AM in the PM,169277,Ava P,2024-02-27,6:38:48 PM,Guided By Voices,I Am a Tree,Mag Earwhig!,0,0,Rock,Matador,744861024125,0,0,,,,,,,,,,,,
19102,51532,AM in the PM,169277,Ava P,2024-02-27,6:43:52 PM,The Sea and Cake,Jacking the Ball,The Sea and Cake,0,0,Rock,Thrill Jockey Records,790377001624,0,0,0.638,0.464,0.464,-15.19,1.0,0.0387,0.333,0.278,0.141,0.794,115.08,232733.0
19103,51533,AM in the PM,169277,Ava P,2024-02-27,6:50:03 PM,Sheer Mag,What You Want,"Compilation (I, II & III)",0,0,Rock,Third Man Records,810074423113,0,0,,,,,,,,,,,,
19104,51534,AM in the PM,169277,Ava P,2024-02-27,6:53:37 PM,Grass Widow,To Where,Grass Widow,0,0,Rock,Make A Mess,655035000411,0,0,,,,,,,,,,,,
19105,51535,AM in the PM,169277,Ava P,2024-02-27,6:55:54 PM,The Sunshine Fix,Age of the Sun,Age of the Sun,0,0,Rock,Elephant 6 Recording Company,607217704822,0,0,,,,,,,,,,,,
19106,51536,AM in the PM,169277,Ava P,2024-02-27,7:02:46 PM,Ween,Sarah,Pure Guava,0,0,Rock,Chocodog Records,888831892410,0,0,,,,,,,,,,,,
19107,51537,AM in the PM,169277,Ava P,2024-02-27,7:04:17 PM,The Wrens,This Boy Is Exhausted,The Meadowlands,0,0,Rock,11KIDS RECORDS,859713233232,0,0,0.487,0.939,0.939,-5.124,0.0,0.0443,0.479,0.00819,0.215,0.503,116.737,257640.0
19108,51538,AM in the PM,169277,Ava P,2024-02-27,7:07:33 PM,Someone Still Loves You Boris Yeltsin,Pangea,Broom,0,0,Rock,Polyvinyl Records,644110012265,0,0,0.602,0.724,0.724,-7.632,1.0,0.0336,0.0706,0.00166,0.051,0.541,117.885,168533.0
19109,51539,AM in the PM,169277,Ava P,2024-02-27,7:10:00 PM,The Bats,Made Up In Blue,Daddy's Highway,0,0,World,Flying Nun Records,5052498277124,0,0,0.461,0.778,0.778,-10.95,0.0,0.0695,0.59,0.444,0.46,0.858,143.312,242427.0
19110,51540,AM in the PM,169277,Ava P,2024-02-27,7:15:15 PM,CAKE,Sheep Go to Heaven,Prolonging the Magic,0,0,Rock,Volcano,614223809229,0,0,,,,,,,,,,,,
19111,51541,AM in the PM,169277,Ava P,2024-02-27,7:20:47 PM,Soul Coughing,Circles,El Oso,0,0,Jazz,Woah Dad!,093624680062,0,0,,,,,,,,,,,,
