,Unnamed: 0,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB,songBB,danceability,energy,key,loudness,mode,speechiness,acousticness,instruemtnalness,liveness,valence,tempo,duration_ms
10200,42629,Rapid Eye Music / Within Earshot,176590,Junior,2024-01-31,11:56:08 PM,Ray Cathode,Time Beat (Remastered),Time Beat (Remastered),0,0,Rock,BELIEVE - Blind Data Records,7630026327572,0,0,,,,,,,,,,,,
10201,42630,All the Crooked Saints,66720,DJ Sacramento,2024-02-01,12:00:00 AM,Kevin MacLeod,Zazie,Ferret,0,0,Jazz,642414 Records DK,840094282582,0,0,,,,,,,,,,,,
10202,42631,All the Crooked Saints,66720,DJ Sacramento,2024-02-01,12:05:37 AM,DURRY,Mall Rat,Suburban Legend,0,0,Rock,ORCHARD - Big Pip Records,0197188631888,0,0,,,,,,,,,,,,
10203,42632,All the Crooked Saints,66720,DJ Sacramento,2024-02-01,12:08:00 AM,Wax,Mallrats,Mallrats (Original Motion Picture Soundtrack),0,0,Rock,Geffen,00602567800668,0,0,,,,,,,,,,,,
10204,42633,All the Crooked Saints,66720,DJ Sacramento,2024-02-01,12:11:22 AM,Purple Crush,Shopping on the Dancefloor,Juice Vol.1,0,0,,MERLIN - Disque Primeur,3700398702070,0,0,0.639,0.653,0.653,-8.076,0.0,0.0516,8.41e-05,0.558,0.384,0.293,127.006,257845.0
10205,42634,All the Crooked Saints,66720,DJ Sacramento,2024-02-01,12:15:39 AM,Yellow Stitches,Chopping Mall,Good Times Violent Crimes,0,0,Metal,Brass City Boss Sounds,0191924006558,0,0,0.386,0.913,0.913,-5.724,1.0,0.0287,0.000349,0.000201,0.258,0.836,101.112,177348.0
10206,42635,All the Crooked Saints,66720,DJ Sacramento,2024-02-01,12:18:00 AM,Shannon Doherty,Taken with a Grain of Salt,Mallrats (Original Motion Picture Soundtrack),0,0,Folk,Geffen,,0,0,,,,,,,,,,,,
10207,42636,All the Crooked Saints,66720,DJ Sacramento,2024-02-01,12:23:02 AM,Sparks,Shopping Mall Of Love,Best Of Sparks,0,0,,Curb Records,0715187733527,1,0,0.735,0.481,0.481,-17.606,0.0,0.0597,0.055,2.93e-05,0.0613,0.606,58.323,194227.0
10208,42637,All the Crooked Saints,66720,DJ Sacramento,2024-02-01,12:30:53 AM,Mojo Nixon,Burn Down the Malls - Remastered,The Mojo Manifesto,0,0,Reggae,Mojo Nixon,0803680764008,0,0,,,,,,,,,,,,
10209,42638,All the Crooked Saints,66720,DJ Sacramento,2024-02-01,12:35:00 AM,How Horror Movies Should Sound,Malls,No One Saw Me Born,0,0,Electronic,How Horror Movies Should Sound,191061933793,0,0,,,,,,,,,,,,
