,Unnamed: 0,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB,songBB,danceability,energy,key,loudness,mode,speechiness,acousticness,instruemtnalness,liveness,valence,tempo,duration_ms
7300,39728,the bank,171943,cashmoneycaroline,2024-01-23,2:03:50 PM,Selmer,Wednesday Morning,Body Wash,1,0,Rock,777 MUSIC,,0,0,,,,,,,,,,,,
7301,39729,the bank,171943,cashmoneycaroline,2024-01-23,2:05:30 PM,Sleater-Kinney,Untidy Creature,Untidy Creature,1,0,Rock,Loma Vista Recordings,00888072585416,0,0,0.397,0.697,0.697,-7.488,1.0,0.0874,0.016,8.11e-06,0.101,0.331,124.223,208907.0
7302,39730,the bank,171943,cashmoneycaroline,2024-01-23,2:08:53 PM,Folly Group,Big Ground,Big Ground,1,0,Rock,BELIEVE - So Young Records,5060998461165,0,0,,,,,,,,,,,,
7303,39731,the bank,171943,cashmoneycaroline,2024-01-23,2:11:38 PM,the Campbell Apartment,Only One Night,Under The Influence Of Love,1,0,Rock,ORCHARD - Mint 400 Records,197190331585,0,0,,,,,,,,,,,,
7304,39732,the bank,171943,cashmoneycaroline,2024-01-23,2:14:43 PM,River Whyless,All of My Friends,"Kindness, A Rebel",0,0,,Roll Call Records,192562258972,0,0,,,,,,,,,,,,
7305,39733,the bank,171943,cashmoneycaroline,2024-01-23,2:17:27 PM,Khruangbin,So We Won't Forget,So We Won't Forget,0,0,,Dead Oceans,656605149363,0,0,0.641,0.413,0.413,-13.212,1.0,0.102,0.0305,0.844,0.183,0.967,101.27,298333.0
7306,39734,the bank,171943,cashmoneycaroline,2024-01-23,2:22:18 PM,Flour,Brooke,Brooke,0,0,Rock,flour,616582430380,0,0,,,,,,,,,,,,
7307,39735,the bank,171943,cashmoneycaroline,2024-01-23,2:25:46 PM,Mallrat,Charlie,Driving Music,0,0,,Universal Music,602508054914,0,0,,,,,,,,,,,,
7308,39736,the bank,171943,cashmoneycaroline,2024-01-23,2:30:17 PM,Black Belt Eagle Scout,My Blood Runs Through This Land,My Blood Runs Through This Land,0,0,,MERLIN - Saddle Creek,648401633917,0,0,0.251,0.694,0.694,-5.493,0.0,0.0386,0.192,0.62,0.318,0.391,129.774,312704.0
7309,39737,the bank,171943,cashmoneycaroline,2024-01-23,2:35:23 PM,The Last Dinner Party,Caesar on a TV Screen,Caesar on a TV Screen,1,0,Rock,Universal-Island Records Ltd.,00602458982541,0,0,0.616,0.579,0.579,-7.021,1.0,0.0321,0.00836,8.32e-06,0.125,0.375,124.967,229668.0
