,Unnamed: 0,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB,songBB,danceability,energy,key,loudness,mode,speechiness,acousticness,instruemtnalness,liveness,valence,tempo,duration_ms
4200,36628,"WRUV 1/14/24, 3:01 AM",64581,Program Director,2024-01-14,3:38:30 AM,The Gregory Brothers,Didgeridoin' It Right,Song Voyage,0,0,,MERLIN - Gregory Residence,824833013811,0,0,0.718,0.432,0.432,-8.852,1.0,0.064,0.614,0.0,0.163,0.183,123.798,131613.0
4201,36629,"WRUV 1/14/24, 3:01 AM",64581,Program Director,2024-01-14,3:46:19 AM,Kiltro,All the Time in the World,All the Time in the World,0,0,,KILTRO,766310653533,0,0,,,,,,,,,,,,
4202,36630,"WRUV 1/14/24, 3:01 AM",64581,Program Director,2024-01-14,3:50:33 AM,Peter Day,More For The Memoir,More For The Memoir,0,0,Folk,DISTROKID - 2231966 Records DK,197207613017,0,0,0.702,0.563,0.563,-8.276,1.0,0.0287,0.513,0.0,0.183,0.81,99.056,238993.0
4203,36631,"WRUV 1/14/24, 3:01 AM",64581,Program Director,2024-01-14,3:54:32 AM,The Legendary Pink Dots,I Love You in Your Tragic Beauty,Crushed Velvet Apocalypse,0,0,,Caciocavallo,887396897618,0,0,0.476,0.409,0.409,-16.514,0.0,0.029,0.697,0.00102,0.0971,0.278,123.848,271840.0
4204,36632,"WRUV 1/14/24, 4:10 AM",64581,Program Director,2024-01-14,4:10:55 AM,Eastern Mountain Time,Can You Hear it Now?,More Buses & Trains,0,0,Country,Eastern Mountain Time,7321170628850,0,0,,,,,,,,,,,,
4205,36633,"WRUV 1/14/24, 4:10 AM",64581,Program Director,2024-01-14,4:14:02 AM,Sage Hatfield,The Barista's Lament,The Barista's Lament,0,0,,oakhonestrecords,197207157498,0,0,,,,,,,,,,,,
4206,36634,"WRUV 1/14/24, 4:10 AM",64581,Program Director,2024-01-14,4:17:13 AM,Son Little,6 AM,6 AM,0,0,,MERLIN - Anti/Epitaph,0045778789931,0,0,,,,,,,,,,,,
4207,36635,"WRUV 1/14/24, 4:10 AM",64581,Program Director,2024-01-14,4:21:01 AM,Guthrie Galileo,Black Porcelain,The Angels Will Never Wear White Again,0,0,,DISTROKID,198087431555,0,0,,,,,,,,,,,,
4208,36636,"WRUV 1/14/24, 4:10 AM",64581,Program Director,2024-01-14,4:24:47 AM,Goran Bregovic,La Nuit,Ederlezi,0,0,World,WMG - Diskos,8606100311231,0,0,,,,,,,,,,,,
4209,36637,"WRUV 1/14/24, 4:10 AM",64581,Program Director,2024-01-14,4:27:00 AM,Orion Sun,dirty dancer,dirty dancer,0,0,R&B/Soul,Mom+Pop,810090090986,0,0,0.702,0.525,0.525,-5.028,0.0,0.0313,0.376,0.0667,0.119,0.515,113.856,169720.0
4210,36638,"WRUV 1/14/24, 4:10 AM",64581,Program Director,2024-01-14,4:29:47 AM,Sophie Raskin,Leave me Lone,Leave me Lone,0,0,R&B/Soul,Allegheny Records,198053600411,0,0,,,,,,,,,,,,
