,Unnamed: 0,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB,songBB,danceability,energy,key,loudness,mode,speechiness,acousticness,instruemtnalness,liveness,valence,tempo,duration_ms
20000,52430,Bozo Dubbed Over,176410,dj momo,2024-03-02,7:18:38 PM,my bloody valentine,Feed Me With Your Kiss,Isn't Anything,0,0,Rock,Domino Recording Co,887830015868,0,0,,,,,,,,,,,,
20001,52431,Bozo Dubbed Over,176410,dj momo,2024-03-02,7:22:26 PM,Modern Chemistry,Never Scared,Never Scared - Single,0,0,Rock,2978435 Records DK2,196778606039,0,0,,,,,,,,,,,,
20002,52432,Bozo Dubbed Over,176410,dj momo,2024-03-02,7:25:54 PM,Built to Spill,Twin Falls,There's Nothing Wrong With Love,0,0,Rock,Up Records,796818000621,0,0,,,,,,,,,,,,
20003,52433,Bozo Dubbed Over,176410,dj momo,2024-03-02,7:27:48 PM,Jessica Pratt,Life Is,Here in the Pitch,1,0,Folk,Mexican Summer,184923132564,0,0,,,,,,,,,,,,
20004,52434,Bozo Dubbed Over,176410,dj momo,2024-03-02,7:34:23 PM,Özdemir Erdoğan,Gurbet,Boyabat Pirinci (Türküler),0,0,World,Özdemir Erdoğan Müzik,8690341100228,0,0,0.642,0.477,0.477,-15.201,0.0,0.0349,0.4,0.0177,0.143,0.932,90.638,206507.0
20005,52435,Bozo Dubbed Over,176410,dj momo,2024-03-02,7:37:44 PM,Evinha,Esperar pra Ver,"Mr. Bongo Record Club, Vol. 1",0,0,World,Mr Bongo,3614970903505,0,0,0.71,0.692,0.692,-6.414,0.0,0.0298,0.403,0.0,0.117,0.895,97.594,127773.0
20006,52436,Bozo Dubbed Over,176410,dj momo,2024-03-02,7:39:51 PM,Morella's Forest,Lush of Spring,Super Deluxe,0,0,Rock,Tooth & Nail (TNN),00026297102951,0,0,,,,,,,,,,,,
20007,52437,Bozo Dubbed Over,176410,dj momo,2024-03-02,7:44:52 PM,levitation room,Strange Weather,Strange Weather,1,0,Rock,Levitation / Greenway Records Courtesy of ONErpm,720167368958,0,0,,,,,,,,,,,,
20008,52438,Bozo Dubbed Over,176410,dj momo,2024-03-02,7:49:39 PM,Arthur,Woof Woof,Woof Woof,0,0,Electronic,PLZ Make It Ruins,5060263726685,0,0,,,,,,,,,,,,
20009,52439,Bozo Dubbed Over,176410,dj momo,2024-03-02,7:50:56 PM,Land of Talk,Some Are Lakes,Some Are Lakes,0,0,Rock,Saddle Creek,648401012668,0,0,0.381,0.811,0.811,-5.716,0.0,0.0339,0.285,0.000981,0.377,0.649,129.849,221120.0
20010,52440,Bozo Dubbed Over,176410,dj momo,2024-03-02,7:54:36 PM,Origami Angel,Welcome to...,Somewhere City,0,0,Rock,Counter Intuitive Records LLC,194871265504,0,0,,,,,,,,,,,,
