,Unnamed: 0,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB,songBB,danceability,energy,key,loudness,mode,speechiness,acousticness,instruemtnalness,liveness,valence,tempo,duration_ms
4500,36928,"WRUV 1/15/24, 2:03 AM",64581,Program Director,2024-01-15,2:06:55 AM,Stephen Sanchez,Evangeline,Evangeline,0,0,,Republic Records,00602455117748,0,0,0.462,0.574,0.574,-7.127,1.0,0.0314,0.0887,0.0,0.159,0.184,109.256,177677.0
4501,36929,"WRUV 1/15/24, 2:03 AM",64581,Program Director,2024-01-15,2:09:50 AM,Madison McFerrin,Stay Away (From Me),Stay Away (From Me),0,0,R&B,MERLIN - MADMCFERRIN MUSIC,617308037999,0,0,0.74,0.611,0.611,-10.842,1.0,0.0912,0.31,0.255,0.111,0.106,108.042,177402.0
4502,36930,"WRUV 1/15/24, 2:03 AM",64581,Program Director,2024-01-15,2:12:45 AM,CHAI,"NEO KAWAII, K?","NEO KAWAII, K?",0,0,,Subpop Record Group,098787158564,0,0,0.789,0.725,0.725,-4.444,0.0,0.0544,0.00499,0.0109,0.52,0.909,127.965,154726.0
4503,36931,"WRUV 1/15/24, 2:03 AM",64581,Program Director,2024-01-15,2:15:18 AM,Marika Hackman,No Caffeine,No Caffeine,0,0,,MERLIN - Chrysalis Records,0810098509435,0,0,,,,,,,,,,,,
4504,36932,"WRUV 1/15/24, 2:03 AM",64581,Program Director,2024-01-15,2:18:30 AM,Joni Mitchell,Both Sides Now,Joni Mitchell at Newport (Live),0,0,,Rhino (Pure),603497832095,1,0,0.623,0.156,0.156,-15.098,1.0,0.0308,0.912,0.0,0.141,0.329,97.235,274560.0
4505,36933,"WRUV 1/15/24, 2:03 AM",64581,Program Director,2024-01-15,2:24:08 AM,Green Day,The American Dream Is Killing Me,The American Dream Is Killing Me,0,0,,Reprise,093624857518,1,0,0.534,0.95,0.95,-2.51,1.0,0.0459,0.000165,1.98e-06,0.268,0.614,142.972,186271.0
4506,36934,"WRUV 1/15/24, 2:03 AM",64581,Program Director,2024-01-15,2:27:12 AM,Meshell Ndegeocello,"Good Good (feat. Jade Hicks, Josh Johnson)",The Omnichord Real Book,0,0,Jazz,UMG - Blue Note Records,,0,0,0.464,0.354,0.354,-12.267,1.0,0.0349,0.811,0.00181,0.109,0.116,110.029,208318.0
4507,36935,"WRUV 1/15/24, 2:03 AM",64581,Program Director,2024-01-15,2:30:39 AM,Slim Gaillard And His Peruvians,Laughing In Rhythm,Groove Juice: The Norman Granz Recordings + More,0,0,Jazz,UMG - Verve,00731452165121,0,0,0.767,0.424,0.424,-9.621,1.0,0.0454,0.947,0.234,0.146,0.683,136.301,176840.0
4508,36936,"WRUV 1/15/24, 2:03 AM",64581,Program Director,2024-01-15,2:33:32 AM,Miracle Musical,Black Rainbows,Hawaii: Part II,0,0,,ミラクルミュージカル,859713636477,0,0,0.753,0.774,0.774,-8.086,1.0,0.0504,0.27,0.589,0.0874,0.924,152.027,149949.0
4509,36937,"WRUV 1/15/24, 2:03 AM",64581,Program Director,2024-01-15,2:36:00 AM,Babylon Zoo,Spaceman,90's Hits,0,0,,Parlophone UK,5099921281853,0,0,,,,,,,,,,,,
4510,36938,"WRUV 1/15/24, 2:03 AM",64581,Program Director,2024-01-15,2:40:00 AM,Coco & Clair Clair,Love Me,Love Me,0,0,,Nice Girl World via Alternate Side and Many Hats Distribution,8720765042863,0,0,,,,,,,,,,,,
4511,36939,"WRUV 1/15/24, 2:03 AM",64581,Program Director,2024-01-15,2:45:55 AM,Greg Freeman,Come and Change My Body,Come and Change My Body,0,0,,Spirit of Ethan Allen Records,197273865754,0,0,0.178,0.81,0.81,-7.591,0.0,0.106,0.0343,0.00286,0.584,0.369,172.235,252900.0
4512,36940,"WRUV 1/15/24, 2:03 AM",64581,Program Director,2024-01-15,2:50:06 AM,Ben Folds,Exhausting Lover,What Matters Most,0,0,,"MERLIN - New West Records, LLC",607396654536,1,0,0.754,0.667,0.667,-6.222,1.0,0.0486,0.185,0.0342,0.367,0.767,88.992,215420.0
4513,36941,"WRUV 1/15/24, 2:03 AM",64581,Program Director,2024-01-15,2:53:39 AM,Overcoats,New Suede Shoes,New Suede Shoes,0,0,,Never Fall Back Records,197187458479,0,0,0.654,0.721,0.721,-7.273,1.0,0.13,0.334,7.77e-05,0.0686,0.732,159.815,151024.0
4514,36942,"WRUV 1/15/24, 2:03 AM",64581,Program Director,2024-01-15,2:56:08 AM,Lael Neale,White T-Shirt,White T-Shirt,0,0,,Subpop Record Group,098787160765,0,0,,,,,,,,,,,,
4515,36943,"WRUV 1/15/24, 2:03 AM",64581,Program Director,2024-01-15,2:59:00 AM,Alison Goldfrapp,So Hard So Hot,So Hard So Hot,0,0,Electronic,Skint Records,4050538904222,0,0,,,,,,,,,,,,
4516,36944,"WRUV 1/15/24, 3:03 AM",64581,Program Director,2024-01-15,3:03:18 AM,Spoon,Sugar Babies,Sugar Babies,0,0,,MERLIN - Matador,5059638366755,0,0,0.717,0.9,0.9,-7.416,0.0,0.0549,0.165,0.0469,0.157,0.833,90.774,345871.0
4517,36945,"WRUV 1/15/24, 3:03 AM",64581,Program Director,2024-01-15,3:09:08 AM,Yeah Yeah Yeahs,Spitting Off the Edge of the World,Spitting Off the Edge of the World,0,0,,MERLIN - Secretly Canadian,617308030679,1,0,0.413,0.722,0.722,-5.875,1.0,0.036,0.00342,3.13e-06,0.0626,0.0803,109.948,257747.0
4518,36946,"WRUV 1/15/24, 3:03 AM",64581,Program Director,2024-01-15,3:13:22 AM,Arooj Aftab,Baghon Main,Vulture Prince,0,0,World,MERLIN - New Amsterdam,798304485615,0,0,0.233,0.177,0.177,-15.162,1.0,0.0351,0.971,0.273,0.0911,0.106,90.168,404261.0
4519,36947,"WRUV 1/15/24, 3:03 AM",64581,Program Director,2024-01-15,3:22:47 AM,Maple Run Band,Tears of a Fool,Tears of a Fool,0,0,Country,Back Pasture Music,1957260010517,0,0,,,,,,,,,,,,
4520,36948,"WRUV 1/15/24, 3:03 AM",64581,Program Director,2024-01-15,3:25:56 AM,Jamie xx,KILL DEM,KILL DEM,0,0,Electronic,MERLIN - Young,5059638395069,0,0,,,,,,,,,,,,
