,Unnamed: 0,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB,songBB,danceability,energy,key,loudness,mode,speechiness,acousticness,instruemtnalness,liveness,valence,tempo,duration_ms
11600,44029,"WRUV 2/5/24, 4:09 AM",64581,Program Director,2024-02-05,4:09:25 AM,No Shit Like Deep,Premeditation,Premeditation,0,0,Electronic,WeZienWel Records,0055120154553,0,0,,,,,,,,,,,,
11601,44030,"WRUV 2/5/24, 4:09 AM",64581,Program Director,2024-02-05,4:13:51 AM,Ben Folds,Exhausting Lover,What Matters Most,0,0,,"MERLIN - New West Records, LLC",0607396654536,1,0,0.754,0.667,0.667,-6.222,1.0,0.0486,0.185,0.0342,0.367,0.767,88.992,215420.0
11602,44031,"WRUV 2/5/24, 4:09 AM",64581,Program Director,2024-02-05,4:17:24 AM,Charles Lloyd,Kuti,Trios: Sacred Thread,0,0,Jazz,UMG - Blue Note (BLU),00602445266845,0,0,,,,,,,,,,,,
11603,44032,"WRUV 2/5/24, 4:09 AM",64581,Program Director,2024-02-05,4:25:13 AM,Tunico,Decolagem,Tunico,0,0,,BELIEVE - Far Out Recordings,3617052456579,0,0,0.406,0.441,0.441,-17.586,1.0,0.0465,0.913,0.892,0.112,0.128,100.031,411093.0
11604,44033,"WRUV 2/5/24, 4:09 AM",64581,Program Director,2024-02-05,4:32:01 AM,Another Sexless Weekend,Depend On,Ice Cream Window & The Dynamic Flavors,0,0,Rock,3001315 Records DK,0197209998693,0,0,,,,,,,,,,,,
11605,44034,"WRUV 2/5/24, 4:09 AM",64581,Program Director,2024-02-05,4:36:44 AM,Sara Caswell,Voyage,The Way to You,0,0,Jazz,"Anzic Records, LLC",0658580047207,0,0,,,,,,,,,,,,
11606,44035,"WRUV 2/5/24, 4:09 AM",64581,Program Director,2024-02-05,4:41:04 AM,Róisín Murphy,The Universe,The Universe,0,0,Electronic,Ninja Tune,5054429176254,0,0,,,,,,,,,,,,
11607,44036,"WRUV 2/5/24, 4:09 AM",64581,Program Director,2024-02-05,4:43:43 AM,Sylvan Esso,Look At Me,No Rules Sandy,0,0,,UMG - Concord Loma Vista,00888072461475,0,0,,,,,,,,,,,,
11608,44037,"WRUV 2/5/24, 4:09 AM",64581,Program Director,2024-02-05,4:45:48 AM,Devendra Banhart,Twin,Twin,0,0,Rock,Mexican Summer,4526180658054,0,0,,,,,,,,,,,,
11609,44038,"WRUV 2/5/24, 4:09 AM",64581,Program Director,2024-02-05,4:48:59 AM,Mitski,Love Me More,Laurel Hell,0,0,,MERLIN - Dead Oceans,0617308021394,0,0,,,,,,,,,,,,
11610,44039,"WRUV 2/5/24, 4:09 AM",64581,Program Director,2024-02-05,4:52:32 AM,Al Jarreau,Take Five,Al Jarreau Works,0,0,Jazz,Rhino,0603497983537,1,0,,,,,,,,,,,,
11611,44040,"WRUV 2/5/24, 4:09 AM",64581,Program Director,2024-02-05,4:57:47 AM,Charles Kreamer,Pump It!,Rock it!,0,0,,Various Artists,0885767691421,0,0,,,,,,,,,,,,
11612,44041,"WRUV 2/5/24, 5:00 AM",64581,Program Director,2024-02-05,5:00:23 AM,Margaux,Eyes On You (Rock / Metal Remix),Eyes On You (Rock / Metal Remix),0,0,Electronic,WebMusic,5051813466113,0,0,0.541,0.806,0.806,-7.257,1.0,0.0416,2.23e-05,0.778,0.0644,0.737,114.204,134750.0
11613,44042,"WRUV 2/5/24, 5:00 AM",64581,Program Director,2024-02-05,5:01:14 AM,Jessie Baylin,That's the Way,That's the Way,0,0,Rock,Missing Piece Records,0196925186797,0,0,,,,,,,,,,,,
11614,44043,"WRUV 2/5/24, 5:00 AM",64581,Program Director,2024-02-05,5:04:02 AM,Dubmatix,Inner Blues - Dub by Future Dub Orchestra,Dubmatix Meets Future Dub Orchestra,0,0,Reggae,Echo Beach,0196626996626,0,0,0.654,0.776,0.776,-8.216,1.0,0.0485,0.000411,0.866,0.665,0.919,154.015,315467.0
11615,44044,"WRUV 2/5/24, 5:00 AM",64581,Program Director,2024-02-05,5:09:15 AM,Jack Johnson,Better Together - Nightmares On Wax Mix,Better Together (Nightmares On Wax Mix),0,0,Reggae,UMG - Jack Johnson 2022,00602455510129,1,0,0.636,0.64,0.64,-9.468,1.0,0.204,0.268,0.595,0.0942,0.278,109.993,280523.0
11616,44045,"WRUV 2/5/24, 5:00 AM",64581,Program Director,2024-02-05,5:13:52 AM,Astrocolor,Nightflight,Moonlighting – AstroJazz Vol.1,0,0,Jazz,Amelia Recordings,0197368398563,0,0,,,,,,,,,,,,
11617,44046,"WRUV 2/5/24, 5:00 AM",64581,Program Director,2024-02-05,5:18:47 AM,Omri Mor,Movement Nine - Sunshine,Melodies Of Light,0,0,Jazz,ORCHARD - Soul Song Records & Yosef Gutman Levitt,0197773039129,0,0,0.411,0.226,0.226,-20.024,1.0,0.0508,0.754,0.933,0.0857,0.248,104.224,270640.0
11618,44047,"WRUV 2/5/24, 5:00 AM",64581,Program Director,2024-02-05,5:23:18 AM,Lake Waves,Little Things,Little Things,0,0,,DISTROKID - Lake Waves Records,0197044153646,0,0,,,,,,,,,,,,
11619,44048,"WRUV 2/5/24, 5:00 AM",64581,Program Director,2024-02-05,5:25:44 AM,Kimi Djabaté,Alidonke,Alidonke,0,0,,Cumbancha,0853001008656,0,0,0.733,0.794,0.794,-9.336,1.0,0.0359,0.378,0.216,0.65,0.933,115.989,262153.0
11620,44049,"WRUV 2/5/24, 5:00 AM",64581,Program Director,2024-02-05,5:32:15 AM,Orchestral Unlimited,Skye Boat Song,Irish Traditional Songs,0,0,,BELIEVE - Essence of Tradition,0840958106641,0,0,,,,,,,,,,,,
