,Unnamed: 0,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB,songBB,danceability,energy,key,loudness,mode,speechiness,acousticness,instruemtnalness,liveness,valence,tempo,duration_ms
11800,44229,Boricua Van,66049,JAH RED,2024-02-05,5:53:16 PM,Luis R Conriquez,Como el Viento,Como el Viento,0,0,,SME - Kartel Music,0196589992017,0,0,,,,,,,,,,,,
11801,44230,Boricua Van,66049,JAH RED,2024-02-05,5:57:48 PM,Lagartijeando,As Mortes das Matas,Jallalla,0,0,,MERLIN - WONDERWHEEL RECORDINGS,0192641298226,0,0,0.633,0.754,0.754,-11.352,0.0,0.207,0.0489,0.827,0.0887,0.427,199.926,279776.0
11802,44231,i hope u like it,166235,dj tbd,2024-02-05,6:00:07 PM,Moor Mother,GUILTY,GUILTY,1,0,Jazz,Anti/Epitaph,0045778798001,0,0,,,,,,,,,,,,
11803,44232,i hope u like it,166235,dj tbd,2024-02-05,6:09:56 PM,Qasim Naqvi,Helen,Helen,0,0,Folk,Qasim Naqvi,0190394880774,0,0,,,,,,,,,,,,
11804,44233,i hope u like it,166235,dj tbd,2024-02-05,6:11:31 PM,L'Rain,Knead Bee,I Killed Your Dog,0,0,,MERLIN - Mexican Summer,0184923134667,0,0,0.197,0.613,0.613,-8.608,1.0,0.0412,0.223,0.69,0.184,0.373,85.715,169636.0
11805,44234,i hope u like it,166235,dj tbd,2024-02-05,6:14:15 PM,Steve Lacy,C U Girl,C U Girl,0,0,,L-M Records,0859715367645,1,0,0.414,0.473,0.473,-8.911,0.0,0.116,0.663,0.0523,0.128,0.409,100.0,129698.0
11806,44235,i hope u like it,166235,dj tbd,2024-02-05,6:16:19 PM,Moses Sumney,Doomed,Doomed,0,0,R&B/Soul,UMG - Motown Records,00602508571220,0,0,,,,,,,,,,,,
11807,44236,i hope u like it,166235,dj tbd,2024-02-05,6:20:41 PM,Samora Pinderhughes,Masculinity,GRIEF,0,0,,VYDIA - Stretch Music,0702338877155,0,0,,,,,,,,,,,,
11808,44237,i hope u like it,166235,dj tbd,2024-02-05,6:26:16 PM,Titanic,Cielo Falso,Cielo Falso,1,0,Jazz,Unheard Of Hope,0197189489143,0,0,0.57,0.342,0.342,-12.229,1.0,0.0347,0.0353,0.00199,0.147,0.182,75.474,456693.0
11809,44238,i hope u like it,166235,dj tbd,2024-02-05,6:33:47 PM,Solange,Jerrod,When I Get Home,0,0,R&B/Soul,SME - Saint Records/Columbia,0886447578018,1,0,0.409,0.253,0.253,-9.88,0.0,0.0363,0.915,0.0278,0.104,0.218,114.023,182107.0
